Timestamp,Paper Name:,Year Published:,Venue,Institution (if applicable),Research Area:,Which (if any) ACM Badges does the report have?,Are any software artefacts/tools/scripts mentioned in and used in the process of gathering results for the report?,F1. Software is assigned a globally unique and persistent identifier (DOI),F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,F1.2. Different versions of the software are assigned distinct identifiers.,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Has the software artefact been mentioned or cited in the paper for ease of findability?,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),"A1.1. The protocol is open, free, and universally implementable.","A1.2. The protocol allows for an authentication and authorization procedure, where necessary.","A2. Metadata are accessible, even when the software is no longer available.",A1 follow-up: Which of these protocols are available to download the software?,Does the software require the use of any 3rd party tools in order to retrieve it?,Does the software metadata (i.e. README) describe how to retrieve the artefact?,Is the software source code available?,Has the software been deployed onto a web server (if feasible)?,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?","I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Is the software sufficiently modular?,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",R1.1. Software is given a clear and accessible license.,R1.2. Software is associated with detailed provenance (version history).,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks","R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,Does the software require the use of any 3rd party tools in order to execute it?,Is the software itself documented well? Which of the following code readability standards have been implemented?,Have any containerisation engines / orchestrators been employed in the reuse of the software?,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",How long did this form take to complete?,Anything else to note?,DOI (of paper),"If F1 is met, please input the DOI of the latest version",Please input any links to GitHub if available,Any additional notes for F?,Any additional notes for A?,Any additional notes for I?,Any additional notes for R?,"Link to artefact repository (Github, Zenodo, Figshare etc)",(R1) Please list the software attributes in the repository.,Reviewer Name
25/02/2026 19:45:00,Coni: Detecting Database Connector Bugs via State-Aware Test Case Generation,2025,ICSE,Tsinghua University,Database testing,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,Yes,Yes,No,Yes,Yes,Yes,No,pom.xml (Maven / Java),Yes,,Docker,No,00:07:49,,10.1109/ICSE55347.2025.00003,,https://github.com/THU-WingTecher/Coni,,,It is inherently integrated with a few DBMS connectors,"R3: not a single comment in sight
Needs some form of DBMS",https://github.com/THU-WingTecher/Coni,README only,Freddie
25/02/2026 19:56:32,PUPPY: Finding Performance Degradation Bugs in DBMSs via Limited-Optimization Plan Construction,2025,ICSE,Tsinghua University,Database bugs,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:04:23,,10.1109/ICSE55347.2025.00045,,,,,,,,,Freddie
26/02/2026 13:05:28,Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,2025,ICSE,"Nanjing University, Samsung R&D",,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,No,Infeasable,No,Yes,No: infeasible,No,No,No,No,No: program uses external libraries but are not referenced appropriately,No,,No,,,No,00:05:09,"There is a GitHub but there is no code and just a spreadsheet that contains their results. I've marked things as ""no"" rather than artefact unavailable because I guess there is technically something? Weird one.",10.1109/ICSE55347.2025.00009,,https://github.com/pppppkun/falcon,,,,,https://github.com/pppppkun/falcon,,Freddie
26/02/2026 13:08:48,Who's Pushing the Code? An Exploration of GitHub Impersonation,2025,ICSE,"Vanderbilt University, Southern University of Science and Technology",Malicious code injection,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:02:42,An interesting paper nonetheless,10.1109/ICSE55347.2025.00065,,,,,,,,,Freddie
26/02/2026 13:17:43,Investigating the Impact of Interpersonal Challenges on Feeling Welcome in OSS,2025,ICSE,"Colorado State University, Oregon State University, Northern Arizona University",OSS and community,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:02:14,,10.1109/ICSE55347.2025.00056,,,,,,,,,Freddie
27/02/2026 11:08:17,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,2025,ICSE,"Huazhong University of Science and Technology, Nanyang Technological University",Coverage criteria,Artefact Available,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,No,No,No,No,Yes,No,,No,,,No,00:06:01,,10.1109/ICSE55347.2025.00209,,https://anonymous.4open.science/r/Empirical-Study-of-Coverage-Criteria-7EDC/LLMcoverage.py,Their website has been cited which links to the artefact,,,"The main file has multiple class definitions in which isn't the greatest practice
R3: readable but no comments",https://anonymous.4open.science/r/Empirical-Study-of-Coverage-Criteria-7EDC/LLMcoverage.py,README only and it's incredibly bare,Freddie
27/02/2026 11:16:50,Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,2025,ICSE,"Nanyang Technological University, Peking University, King's College London, University College London, China-Singapore International Joint Research Institute",Mutation testing,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,No,Yes,Yes,No,,Yes,,,Yes,00:07:03,,10.1109/ICSE55347.2025.00122,,https://github.com/chenzhenpeng18/ICSE25-FairHOME,,,,"Requires the IBM AI Fairness 360 (AIF360) toolkit
They provide scripts to execute each rq",https://github.com/chenzhenpeng18/ICSE25-FairHOME,README only,Freddie
27/02/2026 11:23:54,HIFI: Explaining and Mitigating Algorithmic Bias Through the Lens of Game-Theoretic Interactions,2025,ICSE,East China Normal University,Algorithmic bias,Artefact Available,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,Yes,Yes,Yes,Yes,,Yes,"Docstrings, Inline comments",,Yes,00:06:46,,10.1109/ICSE55347.2025.00221,,https://github.com/LingfengZhang98/HIFI,,,,"R1.2. provenance is technically available but it's 4 commits worth
Needs AIF360
R3 docstrings used in majority of files, fairly well documented code
Scripts are provided to reproduce results",https://github.com/LingfengZhang98/HIFI,README only,Freddie
08/02/2026 16:08:47,Formally Verified Binary-Level Pointer Analysis,2025,ICSE,"Open Universiteit, Virginia Tech",Pointer Analysis,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No: no datasets used,No,Yes,Yes,No,No,No: program does not use external libraries,Yes,,No,Inline comments,Docker,No,00:08:21,,10.1109/ICSE55347.2025.00231,https://doi.org/10.5281/zenodo.14223109,,,,,Wouldn't say its reproducible given lack of badge and uncertainty with memory allocation,https://zenodo.org/records/14223109,README,Freddie
05/01/2026 19:14:46,Towards More Trustworthy Deep Code Models by Enabling Out-of-Distribution Detection,2025,ICSE,William & Mary University (Virginia),Machine Learning,,Yes,No,No,No,No,No,No,Yes,No,No,No,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No,Yes,Yes,No,No,No,No,No,requirements.txt (pip),No,,,Yes,00:20:00,Needs improvement,10.1109/ICSE55347.2025.00177,,https://github.com/yanyanfu/COOD,"Github repo only, no DOI","No DOI so no A1, artefact only on Github","Dataset hosted on google drive, no DOI. Support for both java and python to interact, so crediting it with sufficient effort to allow integration.","Very bare Github repo, readme but not much else",https://github.com/yanyanfu/COOD,README,Jed
05/01/2026 23:38:25,FairSense: Long-Term Fairness Analysis of ML-Enabled Systems,2025,ICSE,"Carnegie Mellon University, Case Western Reserve University",Machine Learning,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,Yes,00:17:00,,10.1109/ICSE55347.2025.00159,https://doi.org/10.5281/zenodo.14713198,https://github.com/cmu-soda/FairSense/,"Seems very solid, doesnt have zenodo linked in paper, otherwise perfect",,,,,"README, LICENSE, overview, requirements, supplemental material pdf",Jed
09/01/2026 19:22:11,A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,2025,ICSE,"University of Utah, University of Central Florida",Linux/Bug finding,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,No,Infeasable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,requirements.txt (pip),No,Inline comments,Docker,Yes,00:18:00,An exemplar submission,10.1109/ICSE55347.2025.00042,https://doi.org/10.5281/zenodo.10854982,,Compliant all around,,,Solid,,"README.md, SUMMARY.md",Jed
09/01/2026 19:49:51,Unavoidable Boundary Conditions: a Control Perspective on Goal Conflicts,2025,ICSE,"Universidad de Buenos Aires, Imperial College, ",Requirements Engineering,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:07:00,,10.1109/ICSE55347.2025.00031,,,,,,,,,Jed
09/01/2026 19:58:44,User Personas Improve Social Sustainability by Encouraging Software Developers to Deprioritize Antisocial Features,2025,ICSE,Dalhousie University,Software Engineering Practises,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:08:00,Just a dataset,10.1109/ICSE55347.2025.00135,,,,,,,,,Jed
09/01/2026 20:10:45,Neurosymbolic Modular Refinement Type Inference,2025,ICSE,UC San Diego,Formal Verification,,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Infeasable,No,No,No,No,No,No,No,No,No,,No,,,No,00:21:00,Could not find the software artefact that was clearly mentioned,10.1109/ICSE55347.2025.00090,,,Could not find,Could not find,Could not find,Could not find,,,Jed
23/01/2026 17:12:59,Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,2025,ICSE,"University of Massachusetts, Smith College",Requirements Engineering,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not necessary,Software is currently available,Download,No,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Description of R command to install dependencies,Yes,Inline comments,,Yes,00:11:00,"Had to evaluate this twice, since the supplemental material was difficult to find, and I missed it on the first attempt",10.1109/ICSE55347.2025.00143,doi.org/10.35482/csc.001.2025,,Seperate supplemental material PDF requiring an additional search,,,,,"Readme, appendix, preprint of paper",Jed
23/01/2026 17:26:04,An Empirical Study on Automatically Detecting AI-Generated Source Code: How Far are We?,2025,ICSE,University of California,AI-Generated Code,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,No,No,No,Yes,No,No,No,No,No,,No,"Docstrings, Inline comments",,Yes,00:12:00,"A great example of a paper that fails to meet FAIR requirements, a good candidate to pull examples from in the paper",10.1109/ICSE55347.2025.00064,,https://github.com/mahantaf/AI-Detector,"Very weak, no DOI and very limited metadata",,,,,,Jed
23/01/2026 17:41:39, Planning a Large Language Model for Static Detection of Runtime Errors in Code Snippets,2025,ICSE,University of Texas at Dallas,LLM-based debugging,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Docstrings, Inline comments",,Yes,00:09:00,Another very good example,10.1109/ICSE55347.2025.00102,https://doi.org/10.5281/zenodo.14922083,https://github.com/SmitPatel910/orca,,,Very specifically addresses API integration in the ReadMe - a good example for this letter of FAIR,,,"README, LICENSE, additional README for output",Jed
23/01/2026 17:58:07,LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,2025,ICSE,"Nanyang Technological University, Tongji University, Fudan University",LLM Code Completion,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No,No,Yes,No,No,No,No,No,requirements.txt (pip),No,,,Yes,00:15:00,,10.1109/ICSE55347.2025.00245,,https://anonymous.4open.science/r/Replication-Deprecated-API-Usage-in-LLM-based-Code-Completion/README.md,,,,,,README,Jed
23/01/2026 18:08:13,Knowledge-Enhanced Program Repair for Data Science Code,2025,ICSE,"King’s College London, Chinese Academy of Sciences",LLM Code Generation/Repair for Data Science,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",Yes,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,No,No,No,Yes,No,All libraries are mentioned with their versions in the README,Yes,,,Yes,00:12:00,,10.1109/ICSE55347.2025.00246,,https://github.com/ShuyinOuyang/DSrepair,A classic case of a github with no DOI and weak metadata,,,,,README,Jed
23/01/2026 18:20:06,ADAMAS: Adaptive Domain-Aware Performance Anomaly Detection in Cloud Service Systems,2025,ICSE,The Chinese University of Hong Kong,Cloud Computing,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,No,No,No,No,No,No,No,No,No,requirements.txt (pip),No,,,No,00:10:00,"Extremely barebones repository, no DOI in sight, would be a good example for the writeup potentially",10.1109/ICSE55347.2025.00084,,https://github.com/WenweiGu/ADAMAS,,,,,,"README, demo",Jed
27/01/2026 22:09:39,LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,2025,ICSE,"Concordia University, DePaul University",Data Parsing with LLMs,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,No,No,No,No,No,requirements.txt (pip),No,,,Yes,00:15:00,"Surprisingly good compliance for letter I, pretty much nothing for the rest (this might be a trend to look into). For these last few papers on LLM adjacent topics, the FAIR compliance seems particularly lackluster.",10.1109/ICSE55347.2025.00103,,https://github.com/zeyang919/LibreLog,Lacking in useful metadata and no identifier,Just barely enough information in the readme to retrieve the artefact,"Does actually meet both of these, despite failing F and A, and previous examples have done so too - potentially a trend?",No comments in the code,,README,Jed
27/01/2026 22:21:48,Model Editing for LLMs4Code: How Far are we?,2025,ICSE,"National University of Defense Technology, China","LLM Code Generation, LLM Model Editing",,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,No,Yes,No,Yes,No,No,No,No,No,requirements.txt (pip),No,,,Yes,00:16:00,Another LLM project with a haphazardly thrown together github and scarce else,10.1109/ICSE55347.2025.00049,,https://github.com/xpq-tech/code-llmedit,"Again, github but no DOI",,"Unsure after considerable effort how this software outputs results, which in itself makes it difficult to interoperate with. Should clearly state output location and format.",,,README,Jed
28/01/2026 22:56:49,"Software Model Evolution with Large Language Models: Experiments on Simulated, Public, and Industrial Datasets",2025,ICSE,"Siemens AG, Saarland University",LLM Assisted Completion,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No,No,Yes,No,No,No,No,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,Yes,00:15:00,See notes for section F,10.1109/ICSE55347.2025.00112,,https://github.com/se-sic/icse_model_completion,"I am finding that a lot of LLM papers, despite not meeting many of the FAIR criteria, seem to be quite good at linking to the github in the paper.",,,,,README,Jed
28/01/2026 23:09:04,SpecRover: Code Intent Extraction via LLMs,2025,ICSE,National University of Singapore,LLM Code Review,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No,No,Yes,No,No,No,No,No,,No,Inline comments,,Yes,00:10:00,"Metadata is far too brief. Here is the ENTIRE readme for the paper : 
'## Artifact of *SpecRover: Code Intent Extraction via LLMs*
This artifact contains the following:
* `code`: source code of SpecRover;
* `figures`: figures used in the paper;
* `full`: experimental results on SWE-bench;
* `lite`: experimental results on SWE-bench lite;
* `scripts`: scripts for drawing diagrams and doing statistics.'
",10.1109/ICSE55347.2025.00080,https://doi.org/10.5281/zenodo.13161651,,"Artefact on Zenodo, metadata very brief",,,,,README,Jed
29/01/2026 17:53:50,Unleashing the True Potential of Semantic-Based Log Parsing with Pre-Trained Language Models,2025,ICSE,"The University of Newcastle, Australia; Chongqing University, China",LLM-based Troubleshooting,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"requirements.txt (pip), pyproject.toml",No,"Docstrings, Inline comments",,Yes,00:22:00,"Very good FAIR compliance yet fails on a single condition F3 - metadata does not mention the identifier. Nice to see a CITATION and LICENSE for a LLM based project. Interestingly, provenance section of github did not mention the zenodo (perhaps the zenodo was created at a later date) but DOES mention an 'archival repository' (archive.softwareheritage) - is this an alternative to a DOI? It apparently (As far as i could tell) doesn't create an identifier for the software, but 'archive' implies it fills a similar role. We should discuss.",10.1109/ICSE55347.2025.00174,https://doi.org/10.5281/zenodo.14753263,https://github.com/LogIntelligence/UNLEASH,"Very good compliance to this header, but critically DOI isnt mentioned in the metadata of either the github or the zenodo entry, and the zenodo itself was tricky to find and not linked from either the paper or the github.",,,,,"README, LICENSE, citation within readme",Jed
29/01/2026 18:15:10,Faster Configuration Performance Bug Testing with Neural Dual-Level Prioritization,2025,ICSE,"University of Electronic Science and Technology of China, University of Birmingham,  University of Exeter",Software Debugging,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,requirements.txt (pip),No,Inline comments,Docker,Yes,00:21:00,,10.1109/ICSE55347.2025.00201,https://doi.org/10.5281/zenodo.14759408,https://github.com/ideas-labo/ndp?tab=readme-ov-file,"Again, no identifier mentioned in the metadata. Barely meets F2",,,,,"README, LICENSE",Jed
29/01/2026 18:36:10,Metamorphic-Based Many-Objective Distillation of LLMs for Code-Related Tasks,2025,ICSE,Delft University of Technology,LLMs for Software Engineering,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,"Docstrings, Inline comments",Docker,Yes,00:19:00,Have been discussing metadata on the whatsapp chat. Some papers before this one was reviewed may have incorrect responses to F3 and other metadata related questions.,10.1109/ICSE55347.2025.00230,https://doi.org/10.5281/zenodo.14857610,https://github.com/apanichella/morph-distillation/tree/v1.1.0,A lot of otherwise good submissions seem to be failing on F3,,"No datasets used, so no need for I2",,,"README, LICENSE",Jed
29/01/2026 21:42:12,NIODebugger: A Novel Approach to Repair Non-Idempotent-Outcome Tests with LLM-Based Agent,2025,ICSE,University of Illinois Urbana-Champaign,LLM Debugging,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,No,No,No,No,No,No,No,No,No,Maven (Java),No,Inline comments,,No,00:08:00,"Just a github, no DOI",10.1109/ICSE55347.2025.00226,,https://github.com/kaiyaok2/NIOInspector,"No identifier, just basic github",,,,,README,Jed
10/02/2026 15:59:56,Test Intention Guided LLM-Based Unit Test Generation,2025,ICSE,Huawei Technologies Co.,LLM Test Generation,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:05:00,No artefact,10.1109/ICSE55347.2025.00243,,,,,,,N/A,,Jed
10/02/2026 16:08:37,What You See is What You Get: Attention-Based Self-Guided Automatic Unit Test Generation,2025,ICSE,Zhejiang University,Test Generation,,Yes,No,No,No,No,No,No,Yes,No,No,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,No,No: no datasets used,No: infeasible,No,No,No,No,No: program uses external libraries but are not referenced appropriately,No,,No,,,No,00:09:00,Very poor,10.1109/ICSE55347.2025.00105,,https://github.com/vinci-grape/AUGER,Github only,,,,https://github.com/vinci-grape/AUGER,,Jed
10/02/2026 16:27:20,An Empirical Study on Reproducible Packaging in Open-Source Ecosystems,2025,ICSE,"University of Genoa, Case Western Reserve University, Carnegie Mellon University, North Carolina State University, CASD - School of Advanced Defense Studies","Software engineering, Build integrity",Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,Yes,No: infeasible,No,Yes,No,No,Yes,No,Gemfile (Ruby),Yes,,Docker,Yes,00:18:00,,10.1109/ICSE55347.2025.00136,10.17605/OSF.IO/VMNSH,,,,,"R3: I viewed the code in the external resources PDF which may not be representative of all of the code; Overall Reproducibility question: They provided a detailed explanation in the external resources .pdf to troubleshoot reproducibility issues, which in my opinion makes it strong for this criteria.",https://osf.io/vmnsh/overview?view_only=c8e26e10cbf145,"README, external resources PDF",Jed
10/02/2026 16:40:11,An Extensive Empirical Study of Nondeterministic Behavior in Static Analysis Tools,2025,ICSE,University of Texas at Dallas,"Static Analysis, Software Testing","Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,No,Yes,Yes,Yes,Yes,No,"requirements.txt (pip), pyproject.toml",No,,Docker,Yes,00:12:00,"A very large project requiring thousands of machine hours, so some questions involved more than the usual guesswork (e.g. 'would this be possible to reproduce'). Not fully sure if all source code is provided in the repository.",10.1109/ICSE55347.2025.00125,https://doi.org/10.5281/zenodo.14630151,https://github.com/UTD-FAST-Lab/NDSAStudy/tree/main,Exceptional,,"I2: Unsure. Datasets mentioned in paper but don't seem to be used in gathering results, or if they are used, are stored in the repository? Giving benefit of the doubt but perhaps more investigation needed.",R2: Unsure,https://zenodo.org/records/14630151,"README, LICENSE",Jed
10/02/2026 16:46:05,Execution Trace Reconstruction Using Diffusion-Based Generative Models,2025,ICSE,"Brock University, Concordia University","Software Analysis, LLMs",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:05:00,"Has a dataset(s), and the readme links to another paper on the training of the LLMs, but this specific paper does not have any software artefacts/tools, just the dataset(s)",10.1109/ICSE55347.2025.00063,,,,,,,https://github.com/janecekm/TraceReconstruction,,Jed
10/02/2026 17:01:04,Interactive Cross-Language Pointer Analysis For Resolving Native Code in Java Programs,2025,ICSE,Nanjing University,"Pointer Analysis, Cross-Language Analysis","Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,No,CMakeList.txt (C),No,Inline comments,Docker,Yes,00:15:00,,10.1109/ICSE55347.2025.00075,https://doi.org/10.5281/zenodo.14897613,https://github.com/penguinfirst/JNIFER/tree/icse25,Neither github nor zenodo repo cited in paper,,"I2: Unsure if datasets used, think not",,https://github.com/penguinfirst/JNIFER,README,Jed
10/02/2026 17:28:16,Static Analysis of Remote Procedure Call in Java Programs,2025,ICSE,"University of CAS, Beijing",Static Analysis,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,No,Infeasable,No,No: datasets used but not referenced appropriately,No: infeasible,No,No,No,No,No: program uses external libraries but are not referenced appropriately,No,,No,,,No,00:13:00,,10.1109/ICSE55347.2025.00151,,https://github.com/cuixiaoyiyi/RPCBridge/tree/main,,"Not sure if source code is available, don't think so though",,"R1: readme is almost empty, there is a second readme which is also very bare; Overall Reproducibility question: I tried downloading and running the .jar and it didnt seem to do anything (?)",https://github.com/cuixiaoyiyi/RPCBridge,README,Jed
10/02/2026 17:39:45,Large Language Models for Safe Minimization,2025,ICSE,University of Texas at Dallas,"LLMs, Minimisation","Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,Conda,No,"Docstrings, Inline comments",,Yes,00:10:00,,10.1109/ICSE55347.2025.00203,https://doi.org/10.5281/zenodo.14727424,https://github.com/aashishyadavally/intellismt,,,No external datasets used,Requirement of 3rd party tools: sample LLM responses are provided so not necessary to use your own LLM,https://zenodo.org/records/14727424,"README, LICENSE",Jed
10/02/2026 17:46:24,Intention is All you Need: Refining your Code from your Intention,2025,ICSE,Tianjin University,LLM Code Generation,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:06:00,"Seems like the type of project that SHOULD have an artefact, but i couldnt turn anything up.",10.1109/ICSE55347.2025.00191,,,,,,,N/A,,Jed
10/02/2026 18:04:11,RLCoder: Reinforcement Learning for Repository-Level Code Completion,2025,ICSE,Huawei Cloud Computing Technologies,Code Completion,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,No,Yes,No,No,No: program uses external libraries but are not referenced appropriately,No,requirements.txt (pip),No,,,Yes,00:08:00,,10.1109/ICSE55347.2025.00014,,https://github.com/DeepSoftwareAnalytics/RLCoder,,,,"R1: README contains citation, so i think thats probably enough to earn R1",https://github.com/DeepSoftwareAnalytics/RLCoder,README,Jed
